Blog	work	platform	back	just	us	our	first	look	what	internet	could	web	design	came	two	there	stuff	text	page	maybe	some	nothing	often	like	or	keep	reading	take	video	had	check	yet	through	big	ideas	features	make	email	so	pixel	might	go	down	once	users	power	virus	trying	other	security	didn	quickly	would	apple	house	july	tech	years	ago	got	idea	google	microsoft	team	three	system	help	service	both	data	ll	working	john	simple	my	answer	lot	people	few	m	here	full	weeks	into	world	goes	without	say	product	thing	ever	do	been	course	possible	stay	point	global	future	re	history	amazon	since	started	things	ve	much	app	end	job	coming	real	black	lives	matter	today	important	doing	following	project	no	call	coronavirus	deal	week	hope	probably	until	next	she	told	now	never	clear	whether	something	else	version	having	any	own	need	president	know	mostly	fact	who	get	they	their	good	others	really	wouldn	want	day	especially	before	store	still	national	problem	bit	don	than	aren	going	long	high	isn	best	case	trump	his	away	health	words	start	will	if	he	inside	outside	government	fear	white	food	give	least	use	line	care	process	very	hand	looks	said	added	should	against	either	up	st	ones	means	doesn	see	state	city	where	couple	days	spend	space	around	country	then	home	morning	night	school	year	latest	someone	multiple	tell	took	results	those	happy	hour	early	thousands	many	media	better	even	likely	think	always	quite	were	am	taking	between	me	has	covid	after	d	c	also	recent	well	went	only	american	news	public	let	because	though	wasn	being	sure	states	bad	different	seen	why	enough	major	them	off	when	friday	another	actually	gets	march	time	social	companies	second	post	its	continue	given	twitter	too	play	while	getting	together	youtube	months	read	most	which	shows	become	business	built	pandemic	company	opportunity	china	already	under	nearly	open	smart	support	april	same	these	past	comes	save	easy	kind	story	america	hard	less	must	watch	issues	please	needs	facebook	run	hours	over	did	last	pretty	great	review	won	write	list	art	such	stories	change	appeared	little	currently	online	including	called	her	life	name	way	understanding	york	person	united	number	digital	does	group	students	learn	content	thinking	saw	set	five	love	times	third	leave	put	turned	true	live	apps	phone	services	used	show	longer	release	blog	top	site	later	across	link	every	using	b	says	each	based	may	chrome	via	find	feel	free	create	add	place	user	single	made	anyone	right	friends	small	feature	search	click	several	links	come	left	question	photo	game	seem	makes	changes	view	try	tools	cost	share	old	building	found	however	part	value	everything	looking	th	key	report	understand	human	mean	ways	monday	seems	reports	u	recently	information	science	close	million	family	sale	face	music	according	almost	includes	update	hands	private	computer	higher	price	month	photos	image	personal	safety	available	done	soon	order	com	talk	videos	performance	network	rules	federal	mind	along	rest	able	event	rights	break	far	control	community	response	example	published	turn	finally	instead	making	ad	offer	stop	due	large	move	products	during	entire	focus	takes	local	everyone	short	thought	self	spent	book	light	among	money	man	readers	again	police	result	written	whole	six	him	buy	wrote	writing	age	tiktok	lack	e	article	children	four
dd10193a-d5d4-11ea-8ac8-f218987b58f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Make: DIY Projects and Ideas for Makers	0	2	0	0	0	2	12	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	10	0	26	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	1	4	4	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	0	3	0	1	0	0	1	0	0	1	2	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	7	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	1	2	1	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	1	0	3	0	0	0	0	1	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	2	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Matt Cutts: Gadgets, Google, and SEO	3	0	1	3	7	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	2	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	1	1	0	7	0	1	1	0	0	7	0	0	0	0	0	0	4	0	1	4	1	1	1	0	0	0	1	0	0	1	0	1	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	3	3	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	4	0	1	1	1	2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	3	2	0	0	2	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
de2f42c8-d5d4-11ea-8ac8-f218987b58f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de2f7a54-d5d4-11ea-8ac8-f218987b58f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neil Gaiman's Journal	21	0	20	26	48	26	28	17	57	2	32	0	0	9	20	63	3	10	11	5	33	8	6	44	82	8	10	8	5	76	4	7	10	7	2	0	33	1	66	0	4	24	11	6	0	1	0	8	22	0	12	0	41	0	10	2	0	32	25	23	3	2	0	3	18	0	7	2	12	0	11	6	2	2	75	6	17	66	16	59	45	3	12	25	41	1	11	7	0	16	19	39	46	1	1	0	2	0	1	13	0	5	14	12	47	37	26	1	26	1	7	6	5	4	4	6	3	24	3	1	18	4	1	0	6	19	6	13	11	25	10	43	9	0	3	31	12	2	6	11	13	14	0	21	11	1	69	24	84	15	40	2	20	5	14	11	3	23	0	17	16	0	5	15	14	5	21	22	1	4	12	1	0	37	12	1	11	5	65	59	75	5	3	2	2	3	1	3	6	3	9	3	3	31	4	2	20	2	11	0	2	51	4	5	5	2	22	5	1	26	8	19	2	2	8	4	35	14	7	22	2	35	1	6	0	10	10	1	7	7	3	3	2	17	2	8	27	0	10	11	7	33	14	2	12	92	17	2	18	16	3	22	3	5	24	22	15	6	5	7	31	2	12	15	14	0	5	7	6	11	13	0	53	6	48	0	10	15	2	1	39	1	0	6	6	6	2	3	3	19	5	19	9	16	1	7	43	19	33	5	4	2	5	0	4	2	0	7	3	2	2	2	0	3	9	13	5	1	1	1	14	11	2	11	7	2	4	0	3	3	3	2	5	16	29	23	3	8	6	6	15	3	10	6	13	4	0	7	3	3	4	10	18	14	2	18	1	7	7	2	5	1	4	1	4	3	3	4	5	5	7	27	16	1	2	9	3	7	10	0	3	0	4	11	3	1	12	3	1	7	2	7	4	0	4	1	18	4	9	0	2	8	8	3	0	0	13	0	1	26	6	17	14	12	0	0	1	4	1	15	7	3	4	0	3	6	1	6	5	0	1	1	12	2	6	1	8	0	9	9	16	1	0	3	4	3	3	0	5	0	0	1	1	2	1	2	14	1	3	8	0	8	1	0	2	2	0	0	1	6	3	0	3	0	1	12	2	2	21	12	2	1	0	4	0	4	1	3	3	10	0	3	5	0	2	1	0	3	4	2	5	12	0	2	3	0	2	2	0	4	1	0	2	7	8	10	7	4	4	33	4	1	5	14	1	14	2	0	10	7	2	31	5	24	15	3	0	0	4	2	12	5
Oilman	0	0	1	2	0	1	0	0	4	0	1	0	0	0	0	0	0	1	0	1	3	1	0	3	2	0	0	1	0	4	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	7	0	1	4	1	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	2	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	2	1	1	1	1	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	2	2	5	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	1	0	0	0	4	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	3	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
e56ed94a-d5d4-11ea-8ac8-f218987b58f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
plasticbag.org	1	0	2	1	2	1	1	0	3	1	0	0	0	0	0	0	0	1	1	1	1	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	2	3	2	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	0	1	0	0	0	0	0	0	3	1	1	3	5	0	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	6	0	2	0	0	2	0	0	0	1	0	2	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0
Derek Powazek	3	0	2	11	4	3	3	0	9	1	1	1	1	1	9	7	1	0	1	1	3	0	2	9	5	0	4	1	0	3	0	1	1	1	0	1	1	0	7	0	1	4	2	2	0	0	0	0	3	0	1	0	0	0	0	0	1	5	2	1	0	0	0	0	4	0	0	0	2	0	4	0	0	1	22	1	1	2	5	12	6	1	2	4	3	2	0	3	1	4	1	7	8	1	1	0	0	0	0	7	0	0	1	2	1	11	1	0	0	1	1	0	1	1	0	2	0	1	1	0	2	1	0	1	3	2	1	0	1	7	0	10	3	1	0	8	1	0	0	0	2	1	0	6	0	0	1	6	6	4	1	0	2	0	1	2	2	1	0	4	0	0	0	4	2	0	4	1	1	0	1	0	0	3	1	0	0	0	5	9	5	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	3	0	1	1	0	11	1	0	0	0	3	0	0	0	4	4	0	0	1	0	7	0	2	2	0	4	0	0	0	0	3	0	1	4	0	1	0	1	2	0	1	0	4	4	0	2	3	1	4	15	5	0	4	2	0	2	0	2	3	1	0	1	0	1	3	0	1	0	1	0	3	0	1	1	5	0	2	1	11	2	3	0	2	0	4	0	0	0	3	1	4	0	1	2	0	1	2	1	1	2	0	2	2	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	3	2	0	1	0	2	1	3	0	3	1	1	1	2	0	0	0	0	0	5	4	7	0	5	0	0	3	0	0	0	1	1	0	7	0	2	0	0	9	5	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	2	1	2	0	0	0	1	3	0	0	1	2	2	1	0	2	3	1	0	0	1	0	0	0	0	1	5	0	2	0	0	0	1	2	0	4	2	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	2	1	2	0	1	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	4	0	0	0	0	0	2	0	0	0	1	1	1	0	1	3	0	0	1	0	0	0	1	1	1	0	1	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	6	0	0	3	1	2	2	0	0	0	0	2	2	1	1	2	0	0	0	0	0	0	0
ProBlogger	0	0	1	0	0	2	47	0	9	1	1	0	0	0	1	1	0	1	1	0	3	0	1	3	5	0	0	0	2	0	0	0	0	0	5	0	5	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	4	1	0	0	0	1	0	1	0	0	0	1	0	0	0	13	0	4	5	4	4	2	3	5	4	0	1	3	1	2	0	0	5	3	0	0	0	0	0	3	5	0	0	0	2	1	20	0	0	1	0	4	1	0	0	0	1	0	1	0	0	1	0	0	2	5	0	1	0	1	0	0	2	1	0	1	0	0	0	6	0	0	2	0	3	0	0	0	7	3	3	1	1	2	0	3	0	0	0	0	2	0	2	0	0	3	0	0	4	0	1	3	1	0	0	0	0	3	3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	3	14	0	1	0	0	1	0	0	2	1	2	0	0	0	0	0	3	0	0	4	6	0	0	3	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	1	5	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	7	0	0	19	1	3	0	0	1	0	0	8	0	0	3	64	0	0	0	0	1	0	3	13	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	3	0	2	4	0	2	0	0	3	0	0	40	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	6	1	0	3	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	28	0	0	1	1	0	4	0	0	0	2	18	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	1	0	0	0	1	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
